00000370,00000001,000ffffd,18
01000b98,00000001,000ffffe,7518765
01000b48,00000002,000ffffe,7518912
01000ba0,00000001,000ffffe,7519256
01000ba8,00000001,000ffffe,7519429
01000b48,00000002,000ffffe,7519517
01000b58,00000001,000ffffe,7519560
01000b28,00000001,000ffffe,7519822
01000ba0,00000001,000ffffe,7520225
01000b54,0000000e,0008038c,7520440
01000ba4,00000001,000ffffe,7520800
01000b28,00000001,000ffffe,7520987
01000b98,00000001,000ffffe,7521081
01000ba8,00000001,000ffffe,7521560
01000b40,00000001,000ffffe,7521912
01000b40,00000001,000ffffe,7522360
00000a40,00000001,000ffffe,7522824
00000a40,00000001,000ffffe,7523328
00000a18,00000001,000ffffe,7523820
000009e8,00000001,000ffffe,7524306
00000a2c,00017aa2,00080050,7524605
00000a34,00000001,000ffffe,7524789
00000a18,00000001,000ffffe,7525031
000009f0,00000002,000ffffe,7525393
000009e8,00000001,000ffffe,7525573
000009e8,00000001,000ffffe,7525664
00000a18,00000001,000ffffe,7525710
00000a3c,00000001,000ffffe,7525973
000009e8,00000001,000ffffe,7526105
00000a40,00000001,000ffffe,7526443
00000a40,00000001,000ffffe,7526884
000009d0,00000001,000ffffe,7527105
00000a50,00000001,000ffffe,7527216
00000994,00000001,000ffffe,7527272
00000a34,00000001,000ffffe,7527540
000009e8,00000001,000ffffe,7527946
00000ab0,00000002,000ffffe,7528422
000009d0,00000001,000ffffe,7528659
000009f0,00000002,000ffffe,7529019
000009d0,00000001,000ffffe,7529198
000009e8,00000001,000ffffe,7529528
00000a48,00000001,000ffffe,7529965
00000a50,00000001,000ffffe,7530184
00000a48,00000001,000ffffe,7530294
00000a4c,00000001,000ffffe,7530589
00000a50,00000001,000ffffe,7530737
00000a3c,00000001,000ffffe,7531083
00000a50,00000001,000ffffe,7531528
00000a18,00000001,000ffffe,7531751
00000a18,00000001,000ffffe,7531863
000009d0,00000001,000ffffe,7532159
00000a40,00000001,000ffffe,7532547
000009e8,00000001,000ffffe,7533518
00000a2c,0000021b,000800fd,7533551
00000a3c,00000001,000ffffe,7533771
00000a40,00000001,000ffffe,7533898
00000a00,00000001,000ffffe,7533962
00000a40,00000001,000ffffe,7534234
00000a18,00000001,000ffffe,7534642
00000a4c,00000001,000ffffe,7535118
00000a48,00000001,000ffffe,7535628
00000a3c,00000001,000ffffe,7536123
00000a18,00000001,000ffffe,7536371
00000a4c,00000001,000ffffe,7536735
000009d0,00000001,000ffffe,7537157
00000a40,00000001,000ffffe,7537608
00000a4c,00000001,000ffffe,7537834
00000a34,00000001,000ffffe,7538187
000009fc,0000000e,00080391,7538377
00000a34,00000001,000ffffe,7538453
00000a48,00000001,000ffffe,7538498
00000a20,00000002,000ffffe,7538522
00000a00,00000001,000ffffe,7538533
00000a3c,00000001,000ffffe,7538811
000009d0,00000001,000ffffe,7539222
000009fc,0000000e,0008038f,7539441
000009d0,00000001,000ffffe,7539803
00000a20,00000002,000ffffe,7539992
00000a48,00000001,000ffffe,7540325
00000a3c,00000001,000ffffe,7540764
00000a18,00000001,000ffffe,7540984
00000a3c,00000001,000ffffe,7541366
00000a50,00000001,000ffffe,7541797
00000a18,00000001,000ffffe,7542013
000009d0,00000001,000ffffe,7542393
00000a40,00000001,000ffffe,7542823
00000a40,00000001,000ffffe,7543278
000009d0,00000001,000ffffe,7543506
00000a48,00000001,000ffffe,7543860
00000a34,00000001,000ffffe,7544277
00000ab0,00000002,000ffffe,7544487
00000a00,00000001,000ffffe,7544644
000009fc,0000000e,00080390,7544684
000009fc,0000000e,00080390,7544698
000009f0,00000002,000ffffe,7544965
000009f0,00000002,000ffffe,7545105
00000a2c,00000317,00080070,7545381
000009e8,00000001,000ffffe,7545446
00000a40,00000001,000ffffe,7545889
000009e8,00000001,000ffffe,7546111
00000a20,00000002,000ffffe,7546495
000009f0,00000002,000ffffe,7546687
00000a3c,00000001,000ffffe,7547022
000009e8,00000001,000ffffe,7547462
00000a20,00000002,000ffffe,7547923
00000a00,00000001,000ffffe,7548424
00000a4c,00000001,000ffffe,7548915
00000a20,00000002,000ffffe,7549162
00000a4c,00000001,000ffffe,7549524
00000a4c,00000001,000ffffe,7549706
00000a18,00000001,000ffffe,7550203
00000a50,00000001,000ffffe,7550526
00000a2c,0000036b,00080177,7550911
00000a20,00000002,000ffffe,7551010
00000a50,00000001,000ffffe,7551170
000009fc,0000000e,0008038f,7551264
000009f0,00000002,000ffffe,7551293
00000a3c,00000001,000ffffe,7551313
00000a20,00000002,000ffffe,7551325
00000a4c,00000001,000ffffe,7551330
00000a2c,00000379,000800ff,7551576
00000a18,00000001,000ffffe,7551743
00000a40,00000001,000ffffe,7552084
00000a20,00000002,000ffffe,7552256
00000a34,00000001,000ffffe,7552341
00000a2c,00000387,0008010e,7552507
000009e8,00000001,000ffffe,7552656
00000a18,00000001,000ffffe,7552814
00000a50,00000001,000ffffe,7553165
00000a50,00000001,000ffffe,7553669
00000a34,00000001,000ffffe,7554105
00000a2c,000003a3,000800e1,7554271
00000a00,00000001,000ffffe,7554563
00000a34,00000001,000ffffe,7555064
000009f0,00000002,000ffffe,7555745
00000a18,00000001,000ffffe,7556244
00000a2c,000003bf,00080116,7556273
00000a2c,000003bf,00080159,7556399
000009fc,0000000e,00080393,7556703
00000a2c,000003cd,0008004b,7556868
00000a48,00000001,000ffffe,7557153
00000a18,00000001,000ffffe,7557385
00000a48,00000001,000ffffe,7557741
000009f0,00000002,000ffffe,7558160
000009c8,00000001,000ffffe,7558833
00000a4c,00000001,000ffffe,7558946
00000a50,00000001,000ffffe,7559003
000009d0,00000001,000ffffe,7559032
000009e8,00000001,000ffffe,7559047
00000a3c,00000001,000ffffe,7559055
00000a18,00000001,000ffffe,7559331
000009fc,00000317,00080392,7559398
00000a3c,00000001,000ffffe,7559741
000009fc,0000000e,00080391,7560231
00000a00,00000001,000ffffe,7560457
00000a4c,00000001,000ffffe,7560577
000009c8,00000001,000ffffe,7560877
00000a3c,00000001,000ffffe,7561267
000009d0,00000001,000ffffe,7561734
000009fc,0000000e,0008038f,7561981
00000a40,00000001,000ffffe,7562325
00000a50,00000001,000ffffe,7562594
00000a34,00000001,000ffffe,7562911
00000a20,00000002,000ffffe,7563071
000009f0,00000002,000ffffe,7563151
00000a20,00000002,000ffffe,7563463
00000a2c,00000421,00080178,7563560
00000a40,00000001,000ffffe,7563858
00000a48,00000001,000ffffe,7564328
000009d0,00000001,000ffffe,7564835
000009f0,00000002,000ffffe,7565090
00000a4c,00000001,000ffffe,7565456
000009d0,00000001,000ffffe,7565640
00000a40,00000001,000ffffe,7565972
00000a00,00000001,000ffffe,7566869
00000a40,00000001,000ffffe,7567099
00000a34,00000001,000ffffe,7567454
00000a2c,00000459,0008009e,7567522
00000a00,00000001,000ffffe,7567632
00000a48,00000001,000ffffe,7567961
00000a34,00000001,000ffffe,7568126
00000a3c,00000001,000ffffe,7568512
000009d0,00000001,000ffffe,7568643
00000a40,00000001,000ffffe,7568709
00000a20,00000002,000ffffe,7569168
00000a50,00000001,000ffffe,7569244
00000a40,00000001,000ffffe,7569283
000009f0,00000002,000ffffe,7569304
00000a2c,00000467,0008020e,7569335
00000a00,00000001,000ffffe,7569585
00000a00,00000001,000ffffe,7569998
00000a2c,00000475,00080162,7570154
000009e8,00000001,000ffffe,7570205
00000a18,00000001,000ffffe,7570601
00000a20,00000002,000ffffe,7570988
00000a3c,00000001,000ffffe,7571452
00000a2c,00000483,000801b4,7571463
00000a00,00000001,000ffffe,7571685
00000a3c,00000001,000ffffe,7571802
00000a4c,00000001,000ffffe,7571861
000009d0,00000001,000ffffe,7571891
000009d0,00000001,000ffffe,7572178
00000a00,00000001,000ffffe,7572322
00000a4c,00000001,000ffffe,7572666
00000abc,00000008,00080394,7573117
000009e8,00000001,000ffffe,7573572
000009d0,00000001,000ffffe,7574075
00000a3c,00000001,000ffffe,7574693
00000a4c,00000001,000ffffe,7575116
000009d0,00000001,000ffffe,7575328
00000a2c,000004bb,00080045,7575537
000009f0,00000002,000ffffe,7576136
000009fc,0000000e,00080393,7576471
000009c4,00000001,000ffffe,7576752
00000a2c,000004c9,0008009f,7576930
00000a18,00000001,000ffffe,7577139
000009fc,0000000e,00080392,7577346
00000a2c,000004c9,000801f8,7577574
00000a34,00000001,000ffffe,7577702
00000a48,00000001,000ffffe,7577887
00000aa8,00000001,000ffffe,7577980
00000a00,00000001,000ffffe,7578027
000009d0,00000001,000ffffe,7578051
00000a2c,00013f92,00080098,7578155
00000a00,00000001,000ffffe,7578335
00000a4c,00000001,000ffffe,7578749
00000a70,00000001,000ffffe,7579228
00000a40,00000001,000ffffe,7579468
00000a20,00000002,000ffffe,7579829
00000a20,00000002,000ffffe,7580249
000009e8,00000001,000ffffe,7580698
00000a34,00000001,000ffffe,7581195
00000a18,00000001,000ffffe,7581444
00000a00,00000001,000ffffe,7581569
00000a48,00000001,000ffffe,7581632
000009e8,00000001,000ffffe,7581664
000009f0,00000002,000ffffe,7581953
00000a4c,00000001,000ffffe,7582368
000009f0,00000002,000ffffe,7582849
000009fc,0000000e,00080390,7583373
00000a3c,00000001,000ffffe,7583856
00000a34,00000001,000ffffe,7584828
000009d0,00000001,000ffffe,7585310
00000a2c,0000051d,000802e1,7585652
00000a4c,00000001,000ffffe,7585791
000009e8,00000001,000ffffe,7586032
00000a40,00000001,000ffffe,7586153
000009e8,00000001,000ffffe,7586214
00000a00,00000001,000ffffe,7586245
00000a20,00000002,000ffffe,7586262
00000a20,00000002,000ffffe,7586542
00000a4c,00000001,000ffffe,7586953
000009d0,00000001,000ffffe,7587942
00000a00,00000001,000ffffe,7588198
000009e8,00000001,000ffffe,7588566
00000a18,00000001,000ffffe,7588990
00000a3c,00000001,000ffffe,7589442
00000a40,00000001,000ffffe,7589940
00000a3c,00000001,000ffffe,7590429
000009f0,00000002,000ffffe,7590675
00000a50,00000001,000ffffe,7590797
00000a18,00000001,000ffffe,7590859
00000a40,00000001,000ffffe,7591130
00000a50,00000001,000ffffe,7591266
000009fc,0000000e,00080391,7591619
00000a48,00000001,000ffffe,7592048
00000a40,00000001,000ffffe,7592509
00000a40,00000001,000ffffe,7592740
000009d0,00000001,000ffffe,7592856
00000a00,00000001,000ffffe,7593154
000009e8,00000001,000ffffe,7593543
000009d0,00000001,000ffffe,7593738
000009d0,00000001,000ffffe,7593836
000009f0,00000002,000ffffe,7594126
00000a40,00000001,000ffffe,7594343
00000a18,00000001,000ffffe,7594380
00000a40,00000001,000ffffe,7594399
00000a20,00000002,000ffffe,7594410
000009fc,0000000e,00080392,7594699
000009f0,00000002,000ffffe,7594826
000009f0,00000002,000ffffe,7594896
000009e8,00000001,000ffffe,7595202
00000a70,00000001,000ffffe,7595356
00000a2c,0000058d,000800eb,7595690
000009d0,00000001,000ffffe,7595880
00000a00,00000001,000ffffe,7595968
00000a4c,00000001,000ffffe,7596284
00000a00,00000001,000ffffe,7596682
00000a2c,0000059b,000800f2,7597139
00000a20,00000002,000ffffe,7597154
00000a00,00000001,000ffffe,7597389
00000a4c,00000001,000ffffe,7597747
00000a48,00000001,000ffffe,7598166
00000a00,00000001,000ffffe,7598376
000009fc,0000000e,00080391,7598766
00000a40,00000001,000ffffe,7598942
00000a50,00000001,000ffffe,7599085
00000a48,00000001,000ffffe,7599349
000009f0,00000002,000ffffe,7599754
01000b84,000133ac,0008012f,7600163
000009d0,00000001,000ffffe,7600227
00000a18,00000001,000ffffe,7600736
00000a34,00000001,000ffffe,7600991
00000a40,00000001,000ffffe,7601119
00000a50,00000001,000ffffe,7601423
00000a50,00000001,000ffffe,7601815
00000a18,00000001,000ffffe,7602283
000009d0,00000001,000ffffe,7602789
000009fc,0000000e,00080392,7603295
00000a4c,00000001,000ffffe,7603529
00000a40,00000001,000ffffe,7603653
00000a00,00000001,000ffffe,7603955
00000a40,00000001,000ffffe,7604346
00000a40,00000001,000ffffe,7604542
000009f0,00000002,000ffffe,7604913
00000a40,00000001,000ffffe,7605550
00000a18,00000001,000ffffe,7605657
000009c4,00000001,000ffffe,7605711
00000a48,00000001,000ffffe,7605978
00000a18,00000001,000ffffe,7606112
00000a34,00000001,000ffffe,7606451
00000a40,00000001,000ffffe,7606621
00000a2c,000005ef,000802a6,7606855
00000a50,00000001,000ffffe,7606946
00000a34,00000001,000ffffe,7607109
00000a20,00000002,000ffffe,7607192
00000a00,00000001,000ffffe,7607504
000009f0,00000002,000ffffe,7607741
000009d0,00000001,000ffffe,7607780
00000a34,00000001,000ffffe,7608040
00000a00,00000001,000ffffe,7608442
00000a34,00000001,000ffffe,7608915
00000a2c,0000060b,00080120,7609207
000009d0,00000001,000ffffe,7609271
00000a00,00000001,000ffffe,7609331
00000a34,00000001,000ffffe,7609601
00000a3c,00000001,000ffffe,7610008
000009fc,0000000e,00080395,7610225
00000a20,00000002,000ffffe,7610587
00000a2c,00000619,00080102,7610712
00000a50,00000001,000ffffe,7611013
000009fc,0000000e,00080393,7611240
00000a00,00000001,000ffffe,7611606
00000a4c,00000001,000ffffe,7611796
00000a00,00000001,000ffffe,7612131
00000a00,00000001,000ffffe,7612299
00000a20,00000002,000ffffe,7612624
00000a20,00000002,000ffffe,7613058
0000037c,00000001,000ffffd,7613514
01000b70,00000001,000ffffe,7613743
01000b8c,00000001,000ffffe,7613858
01000b98,00000001,000ffffe,7613916
01000ba8,00000001,000ffffe,7614185
01000b8c,00000001,000ffffe,7614320
01000b78,00000002,000ffffe,7614389
01000b58,00000001,000ffffe,7614694
01000b70,00000001,000ffffe,7615087
01000b54,0000000e,00080390,7615297
01000b58,00000001,000ffffe,7615383
01000ba4,00000001,000ffffe,7615433
01000ba0,00000001,000ffffe,7615698
01000b58,00000001,000ffffe,7615831
01000b40,00000001,000ffffe,7615898
01000ba4,00000001,000ffffe,7616189
01000b40,00000001,000ffffe,7616318
01000b98,00000001,000ffffe,7616383
01000b40,00000001,000ffffe,7616416
01000b58,00000001,000ffffe,7616433
01000ba8,00000001,000ffffe,7616442
01000b58,00000001,000ffffe,7616447
01000b94,00000001,000ffffe,7616452
01000ba8,00000001,000ffffe,7616725
01000b98,00000001,000ffffe,7616862
01000b94,00000001,000ffffe,7616931
01000b48,00000002,000ffffe,7616967
01000b78,00000002,000ffffe,7616985
01000b8c,00000001,000ffffe,7617406
01000b94,00000001,000ffffe,7617477
01000b54,0000000e,00080393,7617526
01000b84,0000063f,000801f2,7617530
01000b94,00000001,000ffffe,7617771
01000b84,0000063f,00080308,7618048
01000b58,00000001,000ffffe,7618172
01000b78,00000002,000ffffe,7618374
01000b94,00000001,000ffffe,7618474
01000b58,00000001,000ffffe,7618525
01000b48,00000002,000ffffe,7618552
01000b84,0000063f,00080164,7618863
01000b98,00000001,000ffffe,7618979
01000ba4,00000001,000ffffe,7619051
01000ba4,00000001,000ffffe,7619359
01000b28,00000001,000ffffe,7619753
01000b58,00000001,000ffffe,7620222
01000b84,0000063f,00080155,7620434
01000b40,00000001,000ffffe,7620457
01000ba4,00000001,000ffffe,7620874
01000b8c,00000001,000ffffe,7621024
01000b70,00000001,000ffffe,7621371
01000b8c,00000001,000ffffe,7621545
01000ba8,00000001,000ffffe,7621872
01000b94,00000001,000ffffe,7622036
01000b84,0000063f,000801a0,7622173
01000b94,00000001,000ffffe,7622358
01000b8c,00000001,000ffffe,7622791
01000b40,00000001,000ffffe,7623008
01000b8c,00000001,000ffffe,7623172
01000b8c,00000001,000ffffe,7623200
01000b28,00000001,000ffffe,7623486
01000b94,00000001,000ffffe,7623901
01000b70,00000001,000ffffe,7624485
01000b18,000005b8,00080396,7624580
00000a50,00000001,000ffffe,7624913
00000a18,00000001,000ffffe,7625367
00000a2c,000000af,00080084,7626040
00000a18,00000001,000ffffe,7626116
00000a50,00000001,000ffffe,7626481
00000a34,00000001,000ffffe,7626756
00000a48,00000001,000ffffe,7627074
00000a48,00000001,000ffffe,7627473
00000a34,00000001,000ffffe,7627673
00000a3c,00000001,000ffffe,7628045
000009e8,00000001,000ffffe,7628471
00000a50,00000001,000ffffe,7628924
00000a3c,00000001,000ffffe,7629151
00000a48,00000001,000ffffe,7629265
000009f0,00000002,000ffffe,7629712
000009c4,00000001,000ffffe,7629824
00000a2c,00000173,00080076,7629932
000009fc,0000000e,00080398,7630096
00000a2c,00000173,000800ee,7630156
000009d0,00000001,000ffffe,7630213
000009e8,00000001,000ffffe,7630550
00000a3c,00000001,000ffffe,7630719
00000a40,00000001,000ffffe,7630804
00000a48,00000001,000ffffe,7630847
00000a18,00000001,000ffffe,7630869
000009e8,00000001,000ffffe,7631152
000009fc,0000000e,00080398,7631307
000009fc,0000000e,00080397,7631650
00000a00,00000001,000ffffe,7632135
00000a2c,000001b9,000800fd,7632249
00000a4c,00000001,000ffffe,7632570
00000a20,00000002,000ffffe,7632789
000009f0,00000002,000ffffe,7633170
00000a00,00000001,000ffffe,7633360
000009f0,00000002,000ffffe,7633457
00000a58,00000001,000ffffe,7633776
000009e8,00000001,000ffffe,7634176
00000a00,00000001,000ffffe,7634648
000009e8,00000001,000ffffe,7635156
00000a4c,00000001,000ffffe,7635650
000009f0,00000002,000ffffe,7636138
00000a34,00000001,000ffffe,7636381
00000a50,00000001,000ffffe,7636743
00000a34,00000001,000ffffe,7637375
000009f0,00000002,000ffffe,7637482
00000a2c,00000253,0008006f,7637758
00000a34,00000001,000ffffe,7637774
000009e8,00000001,000ffffe,7637921
00000a18,00000001,000ffffe,7637995
00000a50,00000001,000ffffe,7638304
000009d0,00000001,000ffffe,7638459
00000a34,00000001,000ffffe,7638537
00000a48,00000001,000ffffe,7638848
00000a20,00000002,000ffffe,7639005
00000a20,00000002,000ffffe,7639355
00000a4c,00000001,000ffffe,7639801
00000a4c,00000001,000ffffe,7640025
00000a48,00000001,000ffffe,7640409
00000ac0,00000001,000ffffe,7640841
00000a40,00000001,000ffffe,7641297
00000a50,00000001,000ffffe,7641797
00000a20,00000002,000ffffe,7642288
000009e8,00000001,000ffffe,7642772
00000a50,00000001,000ffffe,7643015
00000a3c,00000001,000ffffe,7643137
000009f0,00000002,000ffffe,7643439
00000a50,00000001,000ffffe,7643589
00000a4c,00000001,000ffffe,7643665
000009d0,00000001,000ffffe,7643975
00000a4c,00000001,000ffffe,7644568
00000a18,00000001,000ffffe,7644939
00000a84,000002e3,000801c1,7645108
00000ac0,00000001,000ffffe,7645125
00000a50,00000001,000ffffe,7645458
00000a4c,00000001,000ffffe,7645625
00000a4c,00000001,000ffffe,7645709
00000a48,00000001,000ffffe,7646023
000009f0,00000002,000ffffe,7646421
00000a18,00000001,000ffffe,7646619
000009d0,00000001,000ffffe,7646719
00000a40,00000001,000ffffe,7647009
000009fc,0000000e,0008039a,7647407
00000a20,00000002,000ffffe,7647685
00000a50,00000001,000ffffe,7647733
00000a40,00000001,000ffffe,7647758
00000a3c,00000001,000ffffe,7647771
000009f0,00000002,000ffffe,7647779
00000a20,00000002,000ffffe,7647783
000009d0,00000001,000ffffe,7648056
00000a2c,00000325,0008007f,7648391
00000a40,00000001,000ffffe,7648465
00000a18,00000001,000ffffe,7648670
00000a40,00000001,000ffffe,7648773
00000a20,00000002,000ffffe,7648826
00000a50,00000001,000ffffe,7649091
00000a4c,00000001,000ffffe,7649496
00000a18,00000001,000ffffe,7649699
00000a3c,00000001,000ffffe,7649801
00000a50,00000001,000ffffe,7650092
00000a18,00000001,000ffffe,7650238
000009d0,00000001,000ffffe,7650583
00000aa0,00000001,000ffffe,7650756
000009e8,00000001,000ffffe,7650843
000009fc,0000000e,00080397,7650900
00000a50,00000001,000ffffe,7651149
00000a40,00000001,000ffffe,7651552
00000a3c,00000001,000ffffe,7651754
00000a00,00000001,000ffffe,7652127
00000a3c,00000001,000ffffe,7652314
00000a18,00000001,000ffffe,7652408
00000a3c,00000001,000ffffe,7652727
000009e8,00000001,000ffffe,7652887
000009fc,0000000e,0008039a,7653252
00000a40,00000001,000ffffe,7653687
00000a4c,00000001,000ffffe,7654151
00000a18,00000001,000ffffe,7654655
00000a2c,000153a4,00080224,7655198
00000a40,00000001,000ffffe,7655633
00000a2c,00000395,00080206,7656063
000009fc,00000013,0008039b,7656134
000009d0,00000001,000ffffe,7656358
00000a48,00000001,000ffffe,7656719
00000a40,00000001,000ffffe,7656900
000009fc,0000000e,0008039a,7657004
00000a48,00000001,000ffffe,7657300
000009fc,0000000e,00080398,7657445
00000a18,00000001,000ffffe,7657770
00000a2c,000003b1,0008021c,7657981
00000a18,00000001,000ffffe,7658211
000009f0,00000002,000ffffe,7658433
000009e8,00000001,000ffffe,7658543
000009e8,00000001,000ffffe,7658599
000009fc,0000000e,0008039a,7658880
00000a40,00000001,000ffffe,7659273
00000a3c,00000001,000ffffe,7659748
00000a3c,00000001,000ffffe,7659986
00000a48,00000001,000ffffe,7660345
00000a3c,00000001,000ffffe,7660525
000009fc,0000000e,0008039a,7660868
00000a50,00000001,000ffffe,7661292
00000a34,00000001,000ffffe,7661511
00000a20,00000002,000ffffe,7661622
00000a34,00000001,000ffffe,7662064
00000a00,00000001,000ffffe,7662410
